#Gene	Initiation	Avg. norm. mRNA read count	Avg. norm. rib. read count	Fitness	No. of segments
YHR183W	0.000224683	6.27069E-007	1.7476E-006	76.9381	32
YOR129C	9.80716E-006	6.42214E-008	1.14337E-008	7.43227	4
YDR213W	2.58729E-005	3.90725E-008	2.08552E-008	3.857	5
YNL053W	0.000008109	1.81617E-007	3.12925E-008	-1.55855	5
YNL213C	1.50048E-005	9.78485E-008	2.81983E-008	10.0014	2
YGL105W	4.43844E-005	2.03893E-006	1.85017E-006	143.421	30
YER094C	3.48273E-005	6.9473E-007	6.99817E-007	68.6354	14
YIL010W	1.74675E-005	3.20317E-007	1.89804E-007	48.9521	15
YHL027W	9.80716E-006	2.70589E-007	6.85926E-008	44.0249	16
YHR083W	1.14919E-005	3.39255E-007	1.11645E-007	71.1874	13
YGR208W	2.88064E-005	2.62512E-007	1.94088E-007	61.9683	16
YKL119C	1.88652E-005	2.58876E-007	1.25639E-007	37.4879	8
YLR212C	1.60725E-005	1.66296E-007	6.51255E-008	38.3512	11
YIR025W	8.28073E-006	5.63675E-008	2.03097E-008	-4.43674	2
YBL058W	3.68822E-005	5.26636E-007	3.42171E-007	128.776	30
YER101C	1.05905E-005	0.000000135	0.000000031	1.73286	4
YKR079C	3.04237E-005	9.25583E-008	4.36688E-008	-7.7789	11
YDR171W	1.65661E-005	2.92515E-007	1.47345E-007	20.8806	14
YLR086W	5.01743E-005	2.03947E-008	0.000000025	-18.4716	5
YLR439W	1.59867E-005	2.4994E-007	1.11356E-007	34.3418	11
YDR349C	1.06227E-005	2.38342E-007	6.92433E-008	47.7585	15
YOL117W	9.14991E-006	8.1756E-008	1.48321E-008	17.4205	3
YCL051W	1.44254E-005	7.28403E-008	2.49203E-008	7.22871	4
YML065W	2.85489E-005	5.33531E-008	2.93874E-008	14.9218	7
YOR127W	1.24147E-005	8.33954E-008	2.43296E-008	11.5082	7
YER001W	3.75797E-005	2.26396E-007	1.76757E-007	142.523	33
YPR165W	4.30766E-005	1.54522E-006	1.24462E-006	54.7102	14
YJL047C	1.00647E-005	6.47863E-008	1.86647E-008	2.29506	5
YOR319W	1.11056E-005	2.26636E-007	5.27903E-008	15.02	4
YBL074C	1.69095E-005	6.68846E-008	2.57385E-008	11.3723	2
YDR275W	1.11056E-005	1.47473E-007	2.70932E-008	11.1553	2
YGL023C	1.63086E-005	8.27032E-008	3.81626E-008	35.5509	7
YHR049W	5.86313E-005	4.66494E-007	4.11586E-007	60.1089	15
YEL061C	3.99217E-005	2.47835E-008	1.68937E-008	9.98348	4
YPR009W	1.86076E-005	1.4225E-007	3.03197E-008	-1.27615	2
YML027W	0.000018165	1.18894E-007	0.000000068	12.8885	7
YPL001W	1.52623E-005	2.3471E-007	8.21832E-008	0.755313	9
YDR228C	1.14919E-005	1.3189E-007	3.86951E-008	14.5555	7
YHR194W	5.6249E-006	9.16893E-008	1.06752E-008	13.3547	2
YGR288W	5.88244E-006	7.6945E-008	1.07424E-008	7.18623	1
YOR295W	7.50813E-006	1.39487E-007	5.23177E-008	-4.4487	3
YMR260C	3.95354E-005	2.27868E-006	1.63089E-006	50.5715	10
YLR102C	1.11056E-005	1.43319E-007	4.46727E-008	3.0219	4
YOR161C	9.80716E-006	4.06186E-007	1.02065E-007	41.9452	17
YOR158W	3.24733E-005	1.33821E-007	8.76554E-008	25.33	7
YPR178W	1.11056E-005	1.11392E-007	3.1457E-008	18.635	4
YIR018W	7.85151E-006	1.90564E-007	4.22852E-008	11.0314	3
YPL074W	9.48524E-006	1.14323E-007	2.67266E-008	0.851624	6
YJR025C	3.12929E-005	2.17387E-007	1.56521E-007	28.6324	7
YNL159C	1.27956E-005	2.10937E-007	6.0464E-008	34.9874	6
YBR145W	5.42224E-005	7.56527E-008	1.00473E-007	-18.8553	5
YDR339C	1.94231E-005	4.63242E-007	3.04937E-007	63.2905	14
YNL310C	2.25652E-005	2.51263E-007	1.70206E-007	19.7918	7
YFL037W	5.66207E-005	8.30195E-007	1.01672E-006	134.889	32
YJR132W	4.05098E-005	1.08619E-007	0.000000082	46.6398	29
YPL169C	1.97343E-005	2.7053E-007	1.22188E-007	141.979	28
YHR161C	1.20928E-005	2.15105E-007	0.000000056	1.84089	10
YGR174C	2.32654E-005	7.35975E-008	6.24826E-008	9.04816	2
YDL224C	1.44254E-005	2.02386E-007	6.51439E-008	-16.3708	15
YLR181C	1.85218E-005	1.65224E-007	8.63717E-008	10.3688	8
YGL207W	7.61886E-005	1.59253E-007	2.81554E-007	61.1073	42
YPL058C	1.97343E-005	2.42707E-008	1.23528E-008	-11.1804	5
YGR134W	1.69095E-005	5.32848E-008	1.86944E-008	3.40241	6
YBL056W	3.34337E-005	0.000000375	2.82294E-007	126.703	30
YLR270W	5.01743E-005	2.22341E-007	0.000000187	64.4064	14
YGL070C	3.25967E-005	5.06278E-007	4.23364E-007	21.8372	9
YGR097W	1.57291E-005	9.67261E-008	3.88814E-008	9.40345	14
YIL050W	0.000013139	2.123E-007	6.03037E-008	8.55502	5
YGR169C	1.38674E-005	6.90807E-008	1.82826E-008	10.4238	2
YLR309C	5.06679E-005	5.17587E-008	5.37116E-008	18.7576	11
YPR086W	3.12929E-005	0.000000274	1.49658E-007	50.5973	15
YJR125C	2.43063E-005	4.20252E-007	2.33941E-007	107.7	30
YIL068C	1.33751E-005	1.24946E-007	3.87655E-008	35.0299	11
YDR153C	1.83367E-005	3.25587E-007	0.00000016	50.8411	18
YJL065C	1.11056E-005	3.10848E-007	1.19795E-007	28.0871	7
YLR459W	3.70968E-005	1.69184E-007	0.000000141	64.0047	14
YBR275C	2.96082E-005	2.64408E-008	1.87348E-008	-9.98571	8
YFL028C	3.04237E-005	2.47563E-007	0.000000135	55.8597	14
YBR105C	1.77787E-005	1.56264E-007	6.10751E-008	22.9141	6
YLR080W	1.90368E-005	3.55595E-008	1.48319E-008	10.82	2
YKR020W	4.14971E-005	1.03849E-007	8.20608E-008	11.0878	3
YDR456W	2.25652E-005	2.16439E-007	1.01629E-007	98.0078	21
YDR308C	2.63397E-005	2.70571E-007	1.85705E-007	32.2227	7
YLR372W	3.68822E-005	1.32571E-006	1.03947E-006	127.383	26
YNL062C	2.49501E-005	2.68877E-007	1.21823E-007	61.3128	18
YMR004W	0.000021696	1.9076E-007	6.54145E-008	54.4109	12
YER083C	2.45209E-005	3.96593E-007	2.48537E-007	90.1306	17
YHR050W	2.34371E-005	1.47167E-007	7.8764E-008	57.7104	15
YPL176C	1.83367E-005	1.39649E-007	5.72551E-008	75.9886	15
YLR228C	1.65661E-005	0.000000055	1.85727E-008	9.33611	4
YBR248C	2.69192E-005	2.21354E-007	1.69117E-007	80.1359	29
YJL072C	2.36517E-005	2.42582E-007	9.5253E-008	8.94769	5
YHR172W	0.000028227	3.1235E-008	2.13222E-008	13.2067	5
YOR112W	1.79504E-005	1.35667E-007	6.443E-008	46.8405	14
YHR136C	2.58729E-005	1.45631E-006	6.90189E-007	18.1243	9
YDL168W	4.78665E-005	4.40321E-007	3.5729E-007	131.94	31
YIL134W	1.20928E-005	1.20535E-007	2.57328E-008	8.75994	2
YKL144C	2.30078E-005	2.30581E-007	1.33729E-007	33.0263	7
YNL175C	3.18723E-005	2.99529E-007	2.22643E-007	141.499	31
YDL240W	3.70968E-005	1.86423E-008	1.25042E-008	7.96233	3
YBR234C	2.74543E-005	7.20148E-007	4.00751E-007	140.892	29
YJR143C	5.18804E-005	3.91708E-007	3.90714E-007	240.695	59
YOR356W	4.50497E-005	1.3763E-007	1.20123E-007	100.966	22
YFR013W	0.000018165	9.584E-008	4.48029E-008	46.6302	13
YBR261C	3.48273E-005	2.48075E-007	1.88382E-007	75.5023	14
YPR088C	4.16687E-005	3.88181E-007	3.14833E-007	188.746	37
YHR013C	4.94359E-005	0.000000535	3.80864E-007	38.7602	15
YGR083C	0.000025272	2.70747E-007	1.50851E-007	155.318	30
YOL040C	6.95024E-005	1.43163E-005	1.69868E-005	48.8117	10
YGR072W	1.63086E-005	1.05269E-007	3.95584E-008	14.5559	5
YNL287W	7.05486E-005	2.41546E-007	4.01485E-007	57.0124	49
YIL023C	9.14991E-006	3.84704E-007	8.86989E-008	43.1953	9
YOL146W	2.78836E-005	1.28808E-007	9.01105E-008	34.8804	6
YGL221C	3.04237E-005	0.000000524	3.21693E-007	121.02	22
YHR144C	2.07088E-005	1.57946E-007	7.61997E-008	22.2277	7
YPL123C	1.52623E-005	1.29625E-007	4.76126E-008	21.3639	7
YLR136C	2.26645E-005	5.28207E-008	3.66504E-008	7.71467	3
YDR182W	2.74543E-005	1.65513E-007	1.32807E-007	27.9763	15
YMR100W	3.35195E-005	5.44567E-008	3.77775E-008	8.93014	6
YDR297W	3.67105E-005	3.35604E-007	2.43131E-007	121.511	24
YNL290W	1.77787E-005	2.95901E-007	1.38681E-007	74.2041	15
YBR276C	7.85151E-006	0.000000099	1.98796E-008	8.99946	5
YJR147W	5.96828E-006	1.06559E-007	1.6836E-008	7.17949	1
YMR314W	4.47278E-005	8.08301E-007	7.49876E-007	51.8343	15
YAL021C	5.33532E-005	6.27722E-008	1.15374E-007	15.86	12
YNL247W	6.34786E-005	0.000000315	4.0727E-007	194.251	55
YOR035C	0.000012624	1.26494E-007	3.64736E-008	22.0392	10
YHR128W	0.000054995	9.95562E-007	1.02945E-006	73.6844	14
YDR538W	2.43063E-005	1.63214E-007	7.85577E-008	29.4274	6
YOR316C	1.92515E-005	2.64204E-007	9.41173E-008	62.1362	15
YAR042W	4.87384E-005	0.000000046	5.02864E-008	9.60427	11
YNL227C	1.72958E-005	7.33485E-008	3.18828E-008	32.3312	7
YBR123C	2.34371E-005	9.9209E-008	4.34444E-008	51.3041	10
YPL118W	2.14814E-005	3.25721E-007	1.62661E-007	81.6541	17
YGR090W	4.19799E-005	1.44584E-007	1.23234E-007	79.6786	41
YML121W	1.11056E-005	3.31197E-007	8.01486E-008	25.1863	8
YLR440C	1.60725E-005	1.57183E-007	6.83126E-008	-7.83823	14
YOR043W	8.49534E-006	5.2376E-007	1.0258E-007	58.2597	17
YDR470C	1.88652E-005	0.000000108	4.69312E-008	21.6423	7
YIL034C	2.50359E-005	6.1087E-007	3.49835E-007	105.139	20
YIL043C	2.36517E-005	1.40819E-006	7.69706E-007	97.2512	21
YPL134C	2.63397E-005	0.000000108	5.27737E-008	21.2937	5
YGL141W	1.74675E-005	1.06269E-007	3.72476E-008	7.84368	12
YBR152W	2.23506E-005	5.13068E-008	2.49404E-008	9.25876	2
YJL087C	5.38361E-005	3.11276E-008	3.52174E-008	12.8673	5
YLR347C	6.46729E-005	0.000000165	2.40707E-007	111.827	34
YDR292C	0.000027626	2.54376E-007	1.27608E-007	102.559	26
YER166W	4.39552E-005	6.57932E-008	7.09416E-008	-121.057	22
YNL137C	2.38234E-005	2.09886E-007	1.11692E-007	71.3796	16
YAL036C	3.16363E-005	3.63224E-007	2.86452E-007	110.317	27
YCL028W	2.62539E-005	3.1381E-007	3.64798E-007	-15.3447	27
YML120C	2.52935E-005	1.29063E-007	9.40924E-008	34.8884	12
YGL174W	1.30532E-005	1.03736E-007	3.61623E-008	8.95462	2
YHR106W	6.46189E-006	1.50763E-007	0.00000003	10.8862	3
YOR216C	0.000028463	1.12271E-007	6.95803E-008	60.8673	12
YGL094C	1.79504E-005	4.45359E-008	1.91197E-008	-11.3632	7
YHR208W	6.39754E-005	5.25743E-007	5.49653E-007	130.306	29
YDL065C	0.000047169	1.32395E-007	9.55003E-008	34.8374	9
YGL244W	3.48273E-005	1.72572E-007	1.31694E-007	105.926	23
YMR167W	1.20713E-005	6.34738E-008	1.91679E-008	17.9236	5
YBL036C	5.33532E-005	3.03094E-007	2.578E-007	62.7999	15
YOR249C	1.00647E-005	8.34181E-008	1.84158E-008	10.8552	4
YBR296C	1.72958E-005	1.40562E-007	4.28718E-008	25.2075	9
YMR238W	2.79694E-005	2.42476E-007	1.78673E-007	111.11	27
YPR191W	7.83293E-005	2.86371E-007	3.79829E-007	74.8208	26
YCR027C	0.000018165	2.3829E-007	9.52644E-008	-1.199	5
YDL030W	1.09339E-005	9.66807E-008	3.28121E-008	8.93976	5
YDR027C	1.72958E-005	8.51992E-008	3.31641E-008	35.5945	9
YJL110C	8.63484E-006	2.20144E-007	4.15294E-008	6.8928	8
YBR170C	2.18677E-005	1.83248E-007	1.02716E-007	53.4962	19
YOR301W	1.50048E-005	1.48147E-007	7.06719E-008	50.099	10
YNL272C	2.23506E-005	9.17364E-008	5.17608E-008	71.097	14
YKL218C	1.20713E-005	9.69259E-008	3.45834E-008	15.8662	3
YKR081C	5.71559E-005	0.000000252	2.75609E-007	79.032	21
YPL263C	3.57877E-005	1.66742E-007	1.27177E-007	137.468	29
YDL001W	1.33751E-005	1.52144E-007	3.73024E-008	5.68778	4
YOR140W	2.93372E-005	4.18727E-008	2.57041E-008	22.6208	7
YLR067C	1.11056E-005	2.78875E-008	6.1269E-009	6.2829	1
YOL013C	1.42537E-005	1.4042E-007	5.06418E-008	29.8812	9
YJL183W	2.38234E-005	4.15352E-007	2.36189E-007	145.019	30
YLL063C	3.27489E-006	8.33305E-008	1.17263E-008	-8.66252	2
YDR515W	6.71175E-005	3.21593E-008	4.85526E-008	7.91614	2
YOR254C	6.09944E-005	3.95636E-007	3.38614E-007	108.507	44
YOR201C	1.17494E-005	1.51724E-007	4.53665E-008	42.1762	7
YOR276W	5.43941E-005	1.41723E-006	1.53088E-006	47.4121	11
YMR309C	0.000113182	2.81434E-007	5.07747E-007	188.211	56
YOR089C	4.00934E-005	0.000000396	2.91575E-007	53.8268	14
YIL065C	3.07349E-005	2.16277E-007	1.71458E-007	26.8532	7
YOL031C	3.18938E-005	0.00000015	8.08589E-008	18.9785	10
YHR119W	1.69095E-005	6.94932E-008	2.28926E-008	1.60548	7
YHL019C	1.23289E-005	9.31068E-008	2.34148E-008	16.1318	4
YLR186W	0.000021696	5.34267E-007	2.90281E-007	79.2343	15
YMR180C	8.49534E-006	0.000000233	2.55404E-008	8.12049	3
YNL258C	1.44254E-005	1.05367E-007	4.36243E-008	28.9077	10
YOR336W	6.04364E-005	4.44391E-008	5.07693E-008	-29.3425	12
YKL216W	4.30981E-005	1.52172E-006	1.69807E-006	79.903	22
YGR012W	2.25652E-005	1.7387E-007	9.43719E-008	48.2211	14
YBL021C	0.00001633	1.02524E-007	4.82171E-008	11.4922	2
YHL004W	4.08532E-005	1.81872E-007	1.58736E-007	62.3715	14
YGR234W	4.30766E-005	2.96438E-006	0.000002604	135.89	31
YLR007W	0.000008667	0.000000127	2.82531E-008	16.6917	3
YPL252C	3.11212E-005	4.9147E-007	3.12601E-007	57.647	11
YLR139C	2.65758E-005	3.18354E-008	2.25861E-008	11.7597	3
YML102W	1.00647E-005	1.84818E-007	5.25613E-008	22.5017	9
YER157W	1.46829E-005	1.3819E-007	4.11067E-008	47.8693	12
YOR370C	1.56057E-005	4.701E-007	1.52789E-007	95.6612	30
YNL261W	9.14991E-006	2.94679E-007	5.40568E-008	5.1423	9
YDR389W	1.94231E-005	6.23139E-008	0.000000042	-1.48029	6
YHR062C	0.000018165	2.55717E-007	1.01471E-007	48.5015	10
YMR054W	5.99536E-005	7.61021E-008	8.64671E-008	30.683	15
YOL007C	2.38234E-005	2.48333E-007	1.6366E-007	33.5553	14
YML001W	0.000030252	6.86503E-007	5.86834E-007	40.029	15
YER053C	1.40391E-005	3.18877E-007	7.76349E-008	-23.7943	6
YOR126C	3.25967E-005	1.6142E-007	7.65892E-008	12.1002	6
YPL051W	1.97343E-005	1.14249E-007	6.21034E-008	4.76251	3
YJR121W	8.06834E-005	0.000000912	0.000001498	125.555	34
YCL050C	5.13976E-005	0.000000821	7.89755E-007	113.158	22
YKR014C	3.11212E-005	4.82153E-007	3.70503E-007	57.9965	15
YKR078W	1.38674E-005	0.000000064	1.69328E-008	16.916	3
YPR079W	1.79504E-005	2.20566E-007	6.27759E-008	13.2712	7
YAL060W	2.79694E-005	3.38471E-007	1.91535E-007	112.619	23
YJL026W	9.94251E-005	1.17079E-006	1.34615E-006	105.672	32
YLR412W	7.50813E-006	0.000000303	5.22442E-008	19.4973	4
YER002W	4.85667E-005	2.6013E-007	2.88146E-007	1.96872	12
YDL127W	1.55574E-005	1.36861E-007	5.64117E-008	0.746443	3
YDR272W	5.11829E-005	2.92287E-007	2.46838E-007	53.9479	16
YPR008W	1.42537E-005	1.71411E-007	5.53011E-008	-59.0247	9
YGL020C	4.11107E-005	0.000000367	2.84429E-007	50.5707	15
YOR160W	2.96082E-005	7.8593E-008	5.28566E-008	28.4754	14
YLR103C	1.50048E-005	5.90786E-008	2.28069E-008	17.163	4
YEL062W	1.55574E-005	1.24438E-007	2.97782E-008	-7.60408	5
YMR261C	3.95354E-005	1.50716E-007	0.00000015	57.2226	34
YMR112C	2.43063E-005	1.40516E-007	1.1748E-007	12.3846	3
YCR075C	6.20435E-006	1.95187E-007	5.31853E-008	-4.53811	4
YPR031W	1.11056E-005	5.23135E-008	1.12156E-008	12.3501	2
YBR006W	2.38234E-005	7.21761E-008	3.65374E-008	7.6829	6
YLR038C	5.81646E-005	4.90725E-007	6.23065E-007	30.5819	6
YPR085C	3.59681E-006	1.44897E-007	1.03328E-008	7.53134	1
YNL212W	3.48273E-005	1.17621E-007	9.17636E-008	62.1028	19
YCR036W	1.23289E-005	4.06516E-007	1.3911E-007	65.4889	15
YER015W	8.49534E-006	3.24817E-008	5.1639E-009	6.24126	1
YLR353W	2.84567E-006	1.05311E-007	1.95495E-008	-78.6025	4
YML006C	1.38674E-005	6.17327E-008	1.95329E-008	8.74232	5
YCL061C	0.000037966	2.27402E-008	2.03195E-008	5.20466	5
YDR439W	1.33751E-005	1.15503E-007	2.87137E-008	9.16319	2
YBR024W	2.74543E-005	9.67558E-008	5.86946E-008	15.2464	4
YDR502C	0.000129964	4.12352E-007	7.6706E-007	99.3026	25
YGR065C	1.18353E-005	0.000000186	4.40767E-008	-4.72961	8
YER062C	8.50621E-005	5.18818E-007	6.25352E-007	59.1162	15
YER171W	1.44254E-005	1.30478E-007	4.87307E-008	50.8248	13
YDL047W	3.07349E-005	2.93827E-007	1.76535E-007	45.3376	15
YGR247W	1.56057E-005	1.96603E-007	9.31742E-008	-1.84758	6
YDR101C	4.36775E-005	2.70421E-007	2.23428E-007	142.296	32
YHR079C	2.74543E-005	4.014E-008	1.41841E-008	-41.2593	5
YPR026W	1.63086E-005	3.16297E-008	7.24561E-009	5.29595	3
YML046W	1.14919E-005	1.19541E-007	3.24428E-008	39.4127	8
YGL124C	6.92867E-006	1.64356E-007	1.97738E-008	-12.9774	5
YMR276W	3.72685E-005	7.50477E-007	7.3448E-007	135.821	30
YEL002C	0.000037966	7.49405E-007	5.44889E-007	146.013	30
YLR165C	7.27205E-006	9.88007E-008	1.54388E-008	7.23493	1
YLR025W	3.31976E-005	2.8364E-007	1.92051E-007	71.484	14
YCR069W	4.12824E-005	3.10487E-007	2.3883E-007	84.7703	20
YBR066C	1.50048E-005	3.67803E-007	1.63589E-007	-38.2799	8
YLR138W	3.25967E-005	7.01301E-008	6.08498E-008	32.0484	14
YDR122W	2.18677E-005	8.95047E-008	4.97071E-008	51.7397	16
YGL027C	4.82233E-005	1.52687E-007	1.59224E-007	120.765	29
YDR341C	6.72892E-005	6.59113E-007	7.9729E-007	204.131	45
YKL027W	1.53482E-005	2.8479E-007	1.15947E-007	61.6484	16
YJL173C	4.47278E-005	4.33612E-007	3.5994E-007	36.7976	7
YDL090C	0.000016652	1.30317E-007	3.53411E-008	20.7653	5
YBR214W	1.18353E-005	2.826E-007	9.51968E-008	35.9817	15
YMR061W	1.38674E-005	2.47418E-007	6.43334E-008	69.6358	16
YJL128C	1.57291E-005	1.84291E-007	7.87031E-008	11.9999	17
YJR002W	0.000030252	1.94112E-007	1.24714E-007	126.417	27
YDL145C	7.87787E-005	2.41786E-007	4.42066E-007	40.1245	63
YBL097W	5.11829E-005	1.73612E-008	2.78504E-008	7.47141	2
YKL127W	0.000048953	2.52884E-007	2.39635E-007	132.519	31
YDR309C	2.89298E-005	9.88355E-008	7.02363E-008	19.4689	6
YNL061W	4.63535E-005	2.35724E-007	2.14065E-007	148.61	31
YKR021W	1.26722E-005	7.1209E-008	1.87653E-008	11.226	5
YDR398W	4.12824E-005	2.34567E-007	1.1419E-007	6.81698	27
YGL068W	5.18804E-005	5.03509E-007	5.68202E-007	65.8479	13
YFL014W	3.88379E-005	3.07257E-007	2.50287E-007	17.5768	6
YDR325W	0.000027626	5.10939E-008	2.58203E-008	3.43664	8
YLR386W	1.70812E-005	1.07705E-007	4.02117E-008	44.3125	13
YIL135C	1.65661E-005	2.29118E-007	7.90507E-008	52.7602	11
YLR371W	2.04727E-005	3.34707E-008	1.73784E-008	-6.16792	5
YKL067W	5.62988E-005	6.97188E-007	6.77546E-007	53.9919	11
YMR005W	0.000016652	2.56399E-007	8.68132E-008	53.6182	12
YOR207C	0.00006642	1.06532E-007	1.12579E-007	2.89875	27
YOR113W	0.000101398	0.00000001	2.12285E-008	3.8455	1
YKL060C	6.38038E-005	4.69108E-005	5.79599E-005	106.286	27
YMR294W	1.74675E-005	5.05513E-008	1.55292E-008	4.37615	1
YDR265W	8.63484E-006	1.94689E-007	2.91008E-008	15.0445	3
YNR008W	4.53073E-005	9.96175E-008	7.78947E-008	59.0254	15
YKL141W	4.28089E-005	4.53277E-007	4.47505E-007	61.6608	13
YDR072C	1.77787E-005	3.95263E-007	1.65613E-007	94.5288	26
YER044C	5.85079E-005	4.22409E-007	3.83558E-007	51.5765	11
YMR072W	4.01879E-005	0.000000846	9.03325E-007	60.0968	13
YLR248W	0.12587	3.63455E-007	1.84781E-007	-4537.2	35
YLR009W	5.97389E-005	5.13327E-007	0.000000468	55.075	14
YJR033C	3.75797E-005	4.25496E-008	2.98018E-008	-27.631	11
YDL087C	1.70812E-005	9.27415E-008	0.000000035	8.39305	2
YKR056W	2.32654E-005	0.000000234	0.000000097	81.1369	22
YKL150W	1.79504E-005	0.000000596	3.49145E-007	57.2069	23
YDR163W	3.12929E-005	1.00707E-007	7.17813E-008	6.25312	3
YML051W	2.45937E-006	1.86706E-007	1.63206E-008	-4.29065	2
YDR238C	0.000100605	2.14858E-007	3.95707E-007	40.1574	48
YDL105W	7.76566E-006	7.41333E-008	1.72066E-008	-2.96464	2
YBR011C	8.33902E-005	4.67158E-006	5.09246E-006	66.5405	20
YDR243C	1.77787E-005	6.16285E-008	2.67811E-008	16.7112	4
YLR172C	4.69973E-005	7.34564E-007	0.000000483	69.3106	21
YGR209C	8.60494E-005	2.95736E-006	4.95793E-006	41.4894	9
YML068W	6.54237E-006	1.03286E-007	1.30871E-008	10.464	2
YPR168W	3.28542E-005	0.000000121	8.68054E-008	4.02104	3
YJL048C	1.35562E-005	1.75831E-007	3.63771E-008	-1.63614	5
YPR113W	2.82055E-005	9.26468E-007	6.9468E-007	69.0966	15
YLR213C	9.46378E-006	7.1403E-008	1.32326E-008	6.52297	1
YKL161C	2.63106E-006	3.73706E-007	0.000000013	11.0883	2
YKR036C	1.02364E-005	8.5251E-008	2.13425E-008	21.6141	4
YBR251W	2.45209E-005	2.3317E-007	1.26885E-007	30.8964	11
YMR099C	3.72685E-005	8.51556E-007	0.000000634	121.938	22
YIR008C	9.46378E-006	2.17435E-007	7.28797E-008	-6.35947	11
YLR240W	1.72958E-005	0.000000073	2.65495E-008	0.965506	7
YOR039W	1.69095E-005	5.12272E-007	2.16206E-007	47.8042	15
YBL035C	1.57291E-005	9.63073E-008	4.12862E-008	2.35296	10
YIL040W	2.41346E-005	4.14659E-007	2.92519E-007	39.0051	9
YGR135W	3.58735E-005	1.05447E-006	6.8445E-007	69.9398	18
YPL217C	9.72522E-005	5.5666E-008	9.57104E-008	-13.427	16
YDL234C	1.50048E-005	1.10603E-007	4.19296E-008	15.0046	10
YHR003C	1.11056E-005	3.58847E-007	1.10092E-007	39.8368	16
YAL051W	0.00001633	8.34827E-008	2.86021E-008	9.0554	9
YDR036C	3.81377E-005	1.60643E-007	1.26202E-007	68.9637	15
YAL019W	5.13976E-005	3.9679E-008	5.66913E-008	3.58465	10
YPL140C	9.14991E-006	1.31339E-007	2.48843E-008	11.5531	4
YLR449W	5.29669E-005	4.60837E-007	4.40572E-007	122.193	25
YNL136W	2.36517E-005	6.44151E-008	3.28829E-008	6.59667	3
YNL156C	2.21789E-005	3.33421E-007	1.15433E-007	49.1803	12
YDR293C	1.85218E-005	1.20052E-007	1.21546E-007	-424.831	30
YAR008W	1.52623E-005	9.83922E-008	3.33011E-008	13.5037	3
YNR038W	3.61096E-005	0.00000015	8.99067E-008	62.7491	16
YDR479C	1.13202E-005	1.31375E-007	2.8182E-008	-3.31045	5
YCL029C	1.92515E-005	8.70914E-008	3.95002E-008	27.5928	6
YLR195C	2.46926E-005	3.32299E-007	1.78096E-007	150.882	29
YHR152W	3.35195E-005	2.08562E-007	1.68277E-007	28.6609	7
YML123C	4.56882E-005	5.39626E-006	4.77745E-006	198.088	42
YGR020C	4.69973E-005	1.62539E-006	1.35169E-006	35.5266	7
YOL067C	3.24733E-005	8.7132E-008	8.29481E-008	8.90295	2
YBR238C	8.10053E-005	3.32968E-008	4.96909E-008	8.78543	6
YLR239C	1.18353E-005	1.49498E-007	4.43354E-008	23.9786	5
YAL017W	3.58735E-005	3.74061E-008	3.87223E-008	-38.4556	9
YFL038C	6.48446E-005	1.06083E-006	1.35243E-006	56.4653	14
YIL056W	0.000008109	1.95903E-007	4.62354E-008	-44.7445	7
YFL023W	3.57877E-005	4.09111E-008	3.08666E-008	10.2786	6
YNL029C	6.22582E-006	6.96986E-008	1.69393E-008	-3.27712	2
YBR142W	3.04237E-005	1.34711E-007	8.27354E-008	88.9915	20
YOR231W	7.50813E-006	2.02839E-007	3.68497E-008	23.4023	7
YNL077W	3.54067E-005	1.69108E-008	1.37241E-008	5.48026	1
YHR166C	1.40391E-005	8.14919E-008	2.55871E-008	3.53741	4
YGR175C	0.000109195	4.87272E-007	8.06265E-007	122.404	34
YJR131W	2.89509E-005	1.11903E-007	7.75265E-008	63.3071	14
YIR017C	2.21789E-005	4.42787E-008	2.48715E-008	5.9792	1
YNL158W	1.72958E-005	2.12479E-007	1.08863E-007	4.1751	6
YIL128W	3.04237E-005	7.5906E-008	5.52517E-008	36.6799	14
YNR012W	1.27956E-005	1.43397E-007	4.36515E-008	39.5952	8
YGL097W	5.40078E-005	2.18702E-007	2.45203E-007	97.4549	26
YHR073W	1.69095E-005	1.52109E-007	4.89349E-008	11.6211	13
YJL151C	3.18723E-005	1.1051E-006	9.83778E-007	46.75	9
YER113C	1.42537E-005	1.36629E-007	4.52735E-008	44.9896	11
YKL087C	3.12929E-005	1.26274E-007	1.19224E-007	28.5581	6
YNL076W	7.76566E-006	1.81837E-007	0.000000041	-12.2107	8
YLR182W	5.59554E-005	0.000000075	5.21423E-008	-27.4849	13
YPL059W	4.47278E-005	4.91317E-007	5.08698E-007	55.5877	11
YBR173C	2.82055E-005	6.14485E-007	4.98508E-007	40.5027	9
YGR264C	5.79285E-005	6.21615E-007	7.21096E-007	260.172	58
YIL064W	2.89298E-005	1.7579E-007	1.05372E-007	43.4693	8
YIR022W	3.86662E-005	4.97592E-007	4.24164E-007	56.9369	12
YDR386W	6.54237E-006	6.78896E-008	1.33459E-008	-30.9586	3
YLL060C	8.49534E-006	1.46696E-007	2.89156E-008	11.5073	2
YGL253W	0.000467631	6.32377E-007	3.65454E-006	88.5199	34
YHL032C	4.19773E-006	1.12854E-007	9.72917E-009	13.6692	2
YMR308C	3.99217E-005	2.60946E-007	2.2214E-007	128.081	60
YIL088C	2.50359E-005	3.03581E-007	1.54629E-007	164.461	31
